DayNum,NumOT,OppLoc,OppScore,OppTeamID,Season,TeamLoc,TeamScore,TeamTeamID,Won
136,0,N,65,1431,1986,N,83,1133,1
136,0,N,83,1133,1986,N,65,1431,0
136,0,N,68,1438,1986,N,72,1177,1
136,0,N,72,1177,1986,N,68,1438,0
136,0,N,78,1290,1986,N,85,1181,1
136,0,N,85,1181,1986,N,78,1290,0
136,0,N,64,1403,1986,N,70,1207,1
136,0,N,70,1207,1986,N,64,1403,0
136,0,N,53,1265,1986,N,68,1210,1
136,0,N,68,1210,1986,N,53,1265,0
136,0,N,46,1299,1986,N,71,1242,1
136,0,N,71,1242,1986,N,46,1299,0
136,0,N,73,1180,1986,N,93,1257,1
136,0,N,93,1257,1986,N,73,1180,0
136,1,N,87,1345,1986,N,94,1261,1
136,1,N,94,1261,1986,N,87,1345,0
136,0,N,63,1123,1986,N,95,1272,1
136,0,N,95,1272,1986,N,63,1123,0
136,0,N,70,1449,1986,N,72,1277,1
136,0,N,72,1277,1986,N,70,1449,0
136,0,N,72,1428,1986,N,84,1314,1
136,0,N,84,1314,1986,N,72,1428,0
136,0,N,74,1318,1986,N,80,1328,1
136,0,N,80,1328,1986,N,74,1318,0
136,0,N,64,1452,1986,N,72,1330,1
136,0,N,72,1330,1986,N,64,1452,0
136,1,N,50,1239,1986,N,61,1396,1
136,1,N,61,1396,1986,N,50,1239,0
136,0,N,64,1281,1986,N,66,1412,1
136,0,N,66,1412,1986,N,64,1281,0
136,0,N,62,1439,1986,N,71,1437,1
136,0,N,71,1437,1986,N,62,1439,0
137,0,N,80,1462,1986,N,97,1104,1
137,0,N,97,1104,1986,N,80,1462,0
137,0,N,83,1323,1986,N,90,1114,1
137,0,N,90,1114,1986,N,83,1323,0
137,0,N,63,1112,1986,N,73,1120,1
137,0,N,73,1120,1986,N,63,1112,0
137,0,N,79,1231,1986,N,83,1156,1
137,0,N,83,1156,1986,N,79,1231,0
137,0,N,51,1193,1986,N,75,1228,1
137,0,N,75,1228,1986,N,51,1193,0
137,1,N,79,1275,1986,N,81,1235,1
137,1,N,81,1235,1986,N,79,1275,0
137,0,N,55,1172,1986,N,75,1246,1
137,0,N,75,1246,1986,N,55,1172,0
137,0,N,64,1337,1986,N,69,1268,1
137,0,N,69,1268,1986,N,64,1337,0
137,0,N,64,1103,1986,N,70,1276,1
137,0,N,70,1276,1986,N,64,1103,0
137,0,N,68,1409,1986,N,87,1298,1
137,0,N,87,1298,1986,N,68,1409,0
137,0,N,64,1234,1986,N,66,1301,1
137,0,N,66,1301,1986,N,64,1234,0
137,0,N,74,1286,1986,N,83,1385,1
137,0,N,83,1385,1986,N,74,1286,0
137,0,N,59,1350,1986,N,60,1386,1
137,0,N,60,1386,1986,N,59,1350,0
137,0,N,52,1135,1986,N,101,1393,1
137,0,N,101,1393,1986,N,52,1135,0
137,0,N,51,1419,1986,N,74,1424,1
137,0,N,74,1424,1986,N,51,1419,0
137,0,N,59,1304,1986,N,67,1443,1
137,0,N,67,1443,1986,N,59,1304,0
138,0,N,69,1328,1986,N,74,1177,1
138,0,N,74,1177,1986,N,69,1328,0
138,0,N,61,1330,1986,N,89,1181,1
138,0,N,89,1181,1986,N,61,1330,0
138,0,N,61,1437,1986,N,66,1210,1
138,0,N,66,1210,1986,N,61,1437,0
138,0,N,43,1396,1986,N,65,1242,1
138,0,N,65,1242,1986,N,43,1396,0
138,0,N,68,1133,1986,N,82,1257,1
138,0,N,82,1257,1986,N,68,1133,0
138,0,N,81,1272,1986,N,83,1261,1
138,0,N,83,1261,1986,N,81,1272,0
138,0,N,68,1207,1986,N,80,1277,1
138,0,N,80,1277,1986,N,68,1207,0
138,0,N,59,1412,1986,N,77,1314,1
138,0,N,77,1314,1986,N,59,1412,0
139,0,N,56,1228,1986,N,58,1104,1
139,0,N,58,1104,1986,N,56,1228,0
139,0,N,65,1385,1986,N,81,1120,1
139,0,N,81,1120,1986,N,65,1385,0
139,0,N,69,1386,1986,N,75,1156,1
139,0,N,75,1156,1986,N,69,1386,0
139,0,N,69,1276,1986,N,72,1235,1
139,0,N,72,1235,1986,N,69,1276,0
139,0,N,64,1443,1986,N,71,1246,1
139,0,N,71,1246,1986,N,64,1443,0
139,0,N,85,1393,1986,N,97,1298,1
139,0,N,97,1298,1986,N,85,1393,0
139,1,N,66,1114,1986,N,80,1301,1
139,1,N,80,1301,1986,N,66,1114,0
139,0,N,64,1268,1986,N,70,1424,1
139,0,N,70,1424,1986,N,64,1268,0
143,0,N,63,1424,1986,N,70,1120,1
143,0,N,70,1120,1986,N,63,1424,0
143,0,N,63,1104,1986,N,68,1246,1
143,0,N,68,1246,1986,N,63,1104,0
143,0,N,79,1314,1986,N,94,1257,1
143,0,N,94,1257,1986,N,79,1314,0
143,0,N,64,1210,1986,N,70,1261,1
143,0,N,70,1261,1986,N,64,1210,0
144,0,N,67,1177,1986,N,74,1181,1
144,0,N,74,1181,1986,N,67,1177,0
144,1,N,86,1277,1986,N,96,1242,1
144,1,N,96,1242,1986,N,86,1277,0
144,0,N,70,1156,1986,N,71,1298,1
144,0,N,71,1298,1986,N,70,1156,0
144,0,N,66,1235,1986,N,70,1301,1
144,0,N,70,1301,1986,N,66,1235,0
145,0,N,76,1120,1986,N,84,1257,1
145,0,N,84,1257,1986,N,76,1120,0
145,0,N,57,1246,1986,N,59,1261,1
145,0,N,59,1261,1986,N,57,1246,0
146,0,N,50,1298,1986,N,71,1181,1
146,0,N,71,1181,1986,N,50,1298,0
146,0,N,67,1301,1986,N,75,1242,1
146,0,N,75,1242,1986,N,67,1301,0
152,0,N,67,1242,1986,N,71,1181,1
152,0,N,71,1181,1986,N,67,1242,0
152,0,N,77,1261,1986,N,88,1257,1
152,0,N,88,1257,1986,N,77,1261,0
154,0,N,69,1181,1986,N,72,1257,1
154,0,N,72,1257,1986,N,69,1181,0
136,0,N,71,1299,1987,N,88,1104,1
136,0,N,88,1104,1987,N,71,1299,0
136,0,N,61,1360,1987,N,62,1120,1
136,0,N,62,1120,1987,N,61,1360,0
136,0,N,67,1228,1987,N,68,1122,1
136,0,N,68,1122,1987,N,67,1228,0
136,0,N,51,1401,1987,N,58,1181,1
136,0,N,58,1181,1987,N,51,1401,0
136,0,N,58,1193,1987,N,92,1231,1
136,0,N,92,1231,1987,N,58,1193,0
136,1,N,79,1208,1987,N,82,1243,1
136,1,N,82,1243,1987,N,79,1208,0
136,0,N,82,1298,1987,N,97,1276,1
136,0,N,97,1276,1987,N,82,1298,0
136,0,N,79,1140,1987,N,83,1309,1
136,0,N,83,1309,1987,N,79,1140,0
136,0,N,82,1335,1987,N,113,1314,1
136,0,N,113,1314,1987,N,82,1335,0
136,0,N,71,1292,1987,N,84,1323,1
136,0,N,84,1323,1987,N,71,1292,0
136,0,N,68,1412,1987,N,90,1344,1
136,0,N,90,1344,1987,N,68,1412,0
136,0,N,60,1267,1987,N,76,1395,1
136,0,N,76,1395,1987,N,60,1267,0
136,0,N,73,1141,1987,N,92,1417,1
136,0,N,92,1417,1987,N,73,1141,0
136,0,N,70,1226,1987,N,95,1424,1
136,0,N,95,1424,1987,N,70,1226,0
136,0,N,60,1438,1987,N,64,1461,1
136,0,N,64,1461,1987,N,60,1438,0
136,0,N,69,1281,1987,N,70,1462,1
136,0,N,70,1462,1987,N,69,1281,0
137,0,N,62,1256,1987,N,76,1177,1
137,0,N,76,1177,1987,N,62,1256,0
137,0,N,70,1301,1987,N,82,1196,1
137,0,N,82,1196,1987,N,70,1301,0
137,0,N,53,1137,1987,N,75,1207,1
137,0,N,75,1207,1987,N,53,1137,0
137,0,N,76,1365,1987,N,99,1234,1
137,0,N,99,1234,1987,N,76,1365,0
137,0,N,55,1222,1987,N,66,1242,1
137,0,N,66,1242,1987,N,55,1222,0
137,0,N,79,1210,1987,N,85,1261,1
137,0,N,85,1261,1987,N,79,1210,0
137,0,N,60,1155,1987,N,65,1283,1
137,0,N,65,1283,1987,N,60,1155,0
137,0,N,77,1246,1987,N,91,1326,1
137,0,N,91,1326,1987,N,77,1246,0
137,0,N,69,1409,1987,N,74,1328,1
137,0,N,74,1328,1987,N,69,1409,0
137,0,N,68,1265,1987,N,93,1338,1
137,0,N,93,1338,1987,N,68,1265,0
137,0,N,95,1318,1987,N,104,1345,1
137,0,N,104,1345,1987,N,95,1318,0
137,0,N,55,1455,1987,N,57,1385,1
137,0,N,57,1385,1987,N,55,1455,0
137,0,N,73,1204,1987,N,79,1393,1
137,0,N,79,1393,1987,N,73,1204,0
137,0,N,56,1380,1987,N,75,1396,1
137,0,N,75,1396,1987,N,56,1380,0
137,1,N,91,1112,1987,N,98,1431,1
137,1,N,98,1431,1987,N,91,1112,0
137,0,N,62,1452,1987,N,64,1443,1
137,0,N,64,1443,1987,N,62,1452,0
138,0,N,76,1309,1987,N,101,1104,1
138,0,N,101,1104,1987,N,76,1309,0
138,0,N,60,1462,1987,N,65,1181,1
138,0,N,65,1181,1987,N,60,1462,0
138,0,N,90,1120,1987,N,107,1231,1
138,0,N,107,1231,1987,N,90,1120,0
138,0,N,97,1276,1987,N,109,1314,1
138,0,N,109,1314,1987,N,97,1276,0
138,0,N,57,1395,1987,N,58,1323,1
138,0,N,58,1323,1987,N,57,1395,0
138,1,N,87,1122,1987,N,90,1344,1
138,1,N,90,1344,1987,N,87,1122,0
138,0,N,61,1243,1987,N,80,1424,1
138,0,N,80,1424,1987,N,61,1243,0
138,0,N,68,1417,1987,N,78,1461,1
138,0,N,78,1461,1987,N,68,1417,0
139,1,N,75,1385,1987,N,83,1177,1
139,1,N,83,1177,1987,N,75,1385,0
139,0,N,66,1345,1987,N,85,1196,1
139,0,N,85,1196,1987,N,66,1345,0
139,0,N,79,1326,1987,N,82,1207,1
139,0,N,82,1207,1987,N,79,1326,0
139,0,N,82,1431,1987,N,84,1234,1
139,0,N,84,1234,1987,N,82,1431,0
139,0,N,63,1283,1987,N,67,1242,1
139,0,N,67,1242,1987,N,63,1283,0
139,0,N,62,1396,1987,N,72,1261,1
139,0,N,72,1261,1987,N,62,1396,0
139,0,N,93,1338,1987,N,96,1328,1
139,0,N,96,1328,1987,N,93,1338,0
139,0,N,86,1443,1987,N,104,1393,1
139,0,N,104,1393,1987,N,86,1443,0
143,0,N,57,1242,1987,N,70,1207,1
143,0,N,70,1207,1987,N,57,1242,0
143,0,N,68,1323,1987,N,74,1314,1
143,0,N,74,1314,1987,N,68,1323,0
143,0,N,82,1104,1987,N,103,1344,1
143,0,N,103,1344,1987,N,82,1104,0
143,0,N,81,1196,1987,N,87,1393,1
143,0,N,87,1393,1987,N,81,1196,0
144,0,N,82,1181,1987,N,88,1231,1
144,0,N,88,1231,1987,N,82,1181,0
144,1,N,91,1328,1987,N,93,1234,1
144,1,N,93,1234,1987,N,91,1328,0
144,0,N,58,1177,1987,N,63,1261,1
144,0,N,63,1261,1987,N,58,1177,0
144,0,N,78,1461,1987,N,92,1424,1
144,0,N,92,1424,1987,N,78,1461,0
145,0,N,73,1207,1987,N,88,1344,1
145,0,N,88,1344,1987,N,73,1207,0
145,0,N,75,1314,1987,N,79,1393,1
145,0,N,79,1393,1987,N,75,1314,0
146,0,N,76,1261,1987,N,77,1231,1
146,0,N,77,1231,1987,N,76,1261,0
146,0,N,81,1234,1987,N,84,1424,1
146,0,N,84,1424,1987,N,81,1234,0
152,0,N,93,1424,1987,N,97,1231,1
152,0,N,97,1231,1987,N,93,1424,0
152,0,N,63,1344,1987,N,77,1393,1
152,0,N,77,1393,1987,N,63,1344,0
154,0,N,73,1393,1987,N,74,1231,1
154,0,N,74,1231,1987,N,73,1393,0
136,0,N,86,1133,1988,N,90,1120,1
136,0,N,90,1120,1988,N,86,1133,0
136,1,N,92,1150,1988,N,98,1140,1
136,1,N,98,1140,1988,N,92,1150,0
136,0,N,62,1455,1988,N,83,1177,1
136,0,N,83,1177,1988,N,62,1455,0
136,0,N,69,1131,1988,N,85,1181,1
136,0,N,85,1181,1988,N,69,1131,0
136,0,N,59,1385,1988,N,62,1196,1
136,0,N,62,1196,1988,N,59,1385,0
136,0,N,53,1247,1988,N,66,1243,1
136,0,N,66,1243,1988,N,53,1247,0
136,0,N,61,1333,1988,N,70,1257,1
136,0,N,70,1257,1988,N,61,1333,0
136,0,N,115,1461,1988,N,119,1258,1
136,0,N,119,1258,1988,N,115,1461,0
136,0,N,60,1124,1988,N,75,1272,1
136,0,N,75,1272,1988,N,60,1124,0
136,0,N,58,1129,1988,N,63,1276,1
136,0,N,63,1276,1988,N,58,1129,0
136,0,N,65,1317,1988,N,83,1314,1
136,0,N,83,1314,1988,N,65,1317,0
136,0,N,66,1151,1988,N,94,1328,1
136,0,N,94,1328,1988,N,66,1151,0
136,0,N,79,1192,1988,N,94,1345,1
136,0,N,94,1345,1988,N,79,1192,0
136,0,N,80,1281,1988,N,87,1348,1
136,0,N,87,1348,1988,N,80,1281,0
136,0,N,75,1323,1988,N,83,1374,1
136,0,N,83,1374,1988,N,75,1323,0
136,0,N,55,1299,1988,N,69,1393,1
136,0,N,69,1393,1988,N,55,1299,0
137,0,N,50,1165,1988,N,90,1112,1
137,0,N,90,1112,1988,N,50,1165,0
137,0,N,63,1261,1988,N,66,1207,1
137,0,N,66,1207,1988,N,63,1261,0
137,0,N,78,1235,1988,N,90,1210,1
137,0,N,90,1210,1988,N,78,1235,0
137,0,N,72,1427,1988,N,81,1228,1
137,0,N,81,1228,1988,N,72,1427,0
137,0,N,98,1199,1988,N,102,1234,1
137,0,N,102,1234,1988,N,98,1199,0
137,0,N,72,1462,1988,N,85,1242,1
137,0,N,85,1242,1988,N,72,1462,0
137,0,N,84,1380,1988,N,99,1246,1
137,0,N,99,1246,1988,N,84,1380,0
137,0,N,82,1364,1988,N,92,1268,1
137,0,N,92,1268,1988,N,82,1364,0
137,0,N,75,1301,1988,N,78,1293,1
137,0,N,78,1293,1988,N,75,1301,0
137,0,N,90,1185,1988,N,108,1338,1
137,0,N,108,1338,1988,N,90,1185,0
137,0,N,69,1231,1988,N,72,1350,1
137,0,N,72,1350,1988,N,69,1231,0
137,0,N,64,1431,1988,N,80,1371,1
137,0,N,80,1371,1988,N,64,1431,0
137,0,N,73,1250,1988,N,87,1396,1
137,0,N,87,1396,1988,N,73,1250,0
137,0,N,50,1283,1988,N,54,1424,1
137,0,N,54,1424,1988,N,50,1283,0
137,0,N,77,1429,1988,N,80,1435,1
137,0,N,80,1435,1988,N,77,1429,0
137,0,N,74,1116,1988,N,82,1437,1
137,0,N,82,1437,1988,N,74,1116,0
138,0,N,79,1374,1988,N,94,1181,1
138,0,N,94,1181,1988,N,79,1374,0
138,0,N,58,1177,1988,N,66,1243,1
138,0,N,66,1243,1988,N,58,1177,0
138,0,N,76,1140,1988,N,97,1257,1
138,0,N,97,1257,1988,N,76,1140,0
138,0,N,85,1196,1988,N,108,1276,1
138,0,N,108,1276,1988,N,85,1196,0
138,0,N,97,1258,1988,N,123,1314,1
138,0,N,123,1314,1988,N,97,1258,0
138,0,N,87,1120,1988,N,107,1328,1
138,0,N,107,1328,1988,N,87,1120,0
138,0,N,73,1272,1988,N,100,1345,1
138,0,N,100,1345,1988,N,73,1272,0
138,0,N,94,1393,1988,N,97,1348,1
138,0,N,97,1348,1988,N,94,1393,0
139,0,N,55,1371,1988,N,84,1112,1
139,0,N,84,1112,1988,N,55,1371,0
139,0,N,86,1424,1988,N,104,1234,1
139,0,N,104,1234,1988,N,86,1424,0
139,0,N,58,1293,1988,N,61,1242,1
139,0,N,61,1242,1988,N,58,1293,0
139,0,N,81,1268,1988,N,90,1246,1
139,0,N,90,1246,1988,N,81,1268,0
139,0,N,55,1210,1988,N,59,1350,1
139,0,N,59,1350,1988,N,55,1210,0
139,0,N,53,1207,1988,N,74,1396,1
139,0,N,74,1396,1988,N,53,1207,0
139,1,N,74,1338,1988,N,80,1435,1
139,1,N,80,1435,1988,N,74,1338,0
139,0,N,63,1228,1988,N,66,1437,1
139,0,N,66,1437,1988,N,63,1228,0
143,0,N,72,1348,1988,N,73,1181,1
143,0,N,73,1181,1988,N,72,1348,0
143,0,N,98,1257,1988,N,108,1328,1
143,0,N,108,1328,1988,N,98,1257,0
143,0,N,47,1350,1988,N,69,1396,1
143,0,N,69,1396,1988,N,47,1350,0
143,0,N,74,1246,1988,N,80,1437,1
143,0,N,80,1437,1988,N,74,1246,0
144,0,N,79,1234,1988,N,99,1112,1
144,0,N,99,1112,1988,N,79,1234,0
144,0,N,64,1435,1988,N,77,1242,1
144,0,N,77,1242,1988,N,64,1435,0
144,0,N,70,1345,1988,N,73,1243,1
144,0,N,73,1243,1988,N,70,1345,0
144,0,N,69,1276,1988,N,78,1314,1
144,0,N,78,1314,1988,N,69,1276,0
145,0,N,53,1396,1988,N,63,1181,1
145,0,N,63,1181,1988,N,53,1396,0
145,0,N,59,1437,1988,N,78,1328,1
145,0,N,78,1328,1988,N,59,1437,0
146,0,N,52,1314,1988,N,70,1112,1
146,0,N,70,1112,1988,N,52,1314,0
146,0,N,58,1243,1988,N,71,1242,1
146,0,N,71,1242,1988,N,58,1243,0
152,0,N,59,1181,1988,N,66,1242,1
152,0,N,66,1242,1988,N,59,1181,0
152,0,N,78,1112,1988,N,86,1328,1
152,0,N,86,1328,1988,N,78,1112,0
154,0,N,79,1328,1988,N,83,1242,1
154,0,N,83,1242,1988,N,79,1328,0
136,0,N,60,1352,1989,N,94,1112,1
136,0,N,94,1112,1989,N,60,1352,0
136,0,N,101,1258,1989,N,120,1116,1
136,0,N,120,1116,1989,N,101,1258,0
136,0,N,64,1338,1989,N,68,1123,1
136,0,N,68,1123,1989,N,64,1338,0
136,0,N,70,1388,1989,N,83,1155,1
136,0,N,83,1155,1989,N,70,1388,0
136,0,N,63,1272,1989,N,66,1177,1
136,0,N,66,1177,1989,N,63,1272,0
136,0,N,69,1354,1989,N,90,1181,1
136,0,N,90,1181,1989,N,69,1354,0
136,0,N,71,1270,1989,N,77,1228,1
136,0,N,77,1228,1989,N,71,1270,0
136,0,N,74,1247,1989,N,83,1256,1
136,0,N,83,1256,1989,N,74,1247,0
136,0,N,71,1114,1989,N,76,1257,1
136,0,N,76,1257,1989,N,71,1114,0
136,0,N,75,1243,1989,N,86,1278,1
136,0,N,86,1278,1989,N,75,1243,0
136,0,N,83,1199,1989,N,97,1292,1
136,0,N,97,1292,1989,N,83,1199,0
136,0,N,71,1190,1989,N,72,1328,1
136,0,N,72,1328,1989,N,71,1190,0
136,0,N,78,1390,1989,N,80,1373,1
136,0,N,80,1373,1989,N,78,1390,0
136,0,N,56,1225,1989,N,68,1424,1
136,0,N,68,1424,1989,N,56,1225,0
136,0,N,97,1344,1989,N,100,1438,1
136,0,N,100,1438,1989,N,97,1344,0
136,0,N,68,1397,1989,N,84,1452,1
136,0,N,84,1452,1989,N,68,1397,0
137,0,N,46,1196,1989,N,68,1161,1
137,0,N,68,1161,1989,N,46,1196,0
137,1,N,90,1333,1989,N,94,1191,1
137,1,N,94,1191,1989,N,90,1333,0
137,0,N,49,1343,1989,N,50,1207,1
137,0,N,50,1207,1989,N,49,1343,0
137,0,N,85,1206,1989,N,99,1231,1
137,0,N,99,1231,1989,N,85,1206,0
137,0,N,73,1353,1989,N,87,1234,1
137,0,N,87,1234,1989,N,73,1353,0
137,0,N,87,1462,1989,N,92,1276,1
137,0,N,92,1276,1989,N,87,1462,0
137,0,N,69,1166,1989,N,85,1281,1
137,0,N,85,1281,1989,N,69,1166,0
137,0,N,66,1376,1989,N,81,1301,1
137,0,N,81,1301,1989,N,66,1376,0
137,0,N,79,1380,1989,N,93,1314,1
137,0,N,93,1314,1989,N,79,1380,0
137,0,N,65,1435,1989,N,81,1323,1
137,0,N,81,1323,1989,N,65,1435,0
137,0,N,51,1283,1989,N,60,1371,1
137,0,N,60,1371,1989,N,51,1283,0
137,0,N,84,1104,1989,N,86,1375,1
137,0,N,86,1375,1989,N,84,1104,0
137,0,N,81,1137,1989,N,104,1393,1
137,0,N,104,1393,1989,N,81,1137,0
137,0,N,70,1210,1989,N,76,1400,1
137,0,N,76,1400,1989,N,70,1210,0
137,0,N,74,1235,1989,N,84,1417,1
137,0,N,84,1417,1989,N,74,1235,0
137,0,N,74,1261,1989,N,85,1431,1
137,0,N,85,1431,1989,N,74,1261,0
138,0,N,68,1155,1989,N,94,1112,1
138,0,N,94,1112,1989,N,68,1155,0
138,0,N,63,1452,1989,N,70,1181,1
138,0,N,70,1181,1989,N,63,1452,0
138,0,N,60,1123,1989,N,72,1228,1
138,0,N,72,1228,1989,N,60,1123,0
138,0,N,84,1116,1989,N,93,1257,1
138,0,N,93,1257,1989,N,84,1116,0
138,0,N,67,1373,1989,N,80,1278,1
138,0,N,80,1278,1989,N,67,1373,0
138,0,N,81,1256,1989,N,124,1328,1
138,0,N,124,1328,1989,N,81,1256,0
138,0,N,70,1177,1989,N,85,1424,1
138,0,N,85,1424,1989,N,70,1177,0
138,0,N,88,1292,1989,N,104,1438,1
138,0,N,104,1438,1989,N,88,1292,0
139,0,N,74,1323,1989,N,81,1207,1
139,0,N,81,1207,1989,N,74,1323,0
139,0,N,69,1431,1989,N,92,1231,1
139,0,N,92,1231,1989,N,69,1431,0
139,0,N,82,1375,1989,N,91,1276,1
139,0,N,91,1276,1989,N,82,1375,0
139,0,N,89,1400,1989,N,108,1281,1
139,0,N,108,1281,1989,N,89,1400,0
139,1,N,96,1234,1989,N,102,1301,1
139,1,N,102,1301,1989,N,96,1234,0
139,0,N,81,1417,1989,N,88,1314,1
139,0,N,88,1314,1989,N,81,1417,0
139,0,N,73,1191,1989,N,87,1371,1
139,0,N,87,1371,1989,N,73,1191,0
139,0,N,50,1161,1989,N,65,1393,1
139,0,N,65,1393,1989,N,50,1161,0
143,0,N,87,1314,1989,N,92,1276,1
143,0,N,92,1276,1989,N,87,1314,0
143,0,N,65,1231,1989,N,78,1371,1
