DayNum,NumOT,OppAst,OppBlk,OppDR,OppFGA,OppFGA3,OppFGM,OppFGM3,OppFTA,OppFTM,OppLoc,OppOR,OppPF,OppScore,OppStl,OppTO,OppTeamID,Season,TeamAst,TeamBlk,TeamDR,TeamFGA,TeamFGA3,TeamFGM,TeamFGM3,TeamFTA,TeamFTM,TeamLoc,TeamOR,TeamPF,TeamScore,TeamStl,TeamTO,TeamTeamID,Won
137,0,13,6,20,52,12,22,5,16,13,N,9,21,62,2,8,1104,2003,15,2,22,49,18,19,7,26,22,N,13,17,67,1,8,1231,1
137,0,15,2,22,49,18,19,7,26,22,N,13,17,67,1,8,1231,2003,13,6,20,52,12,22,5,16,13,N,9,21,62,2,8,1104,0
137,0,10,1,18,60,15,22,4,22,16,N,15,15,64,7,19,1237,2003,22,4,25,65,20,40,10,11,5,N,10,17,95,7,13,1246,1
137,0,22,4,25,65,20,40,10,11,5,N,10,17,95,7,13,1246,2003,10,1,18,60,15,22,4,22,16,N,15,15,64,7,19,1237,0
137,0,11,3,21,54,21,24,2,22,14,N,8,18,64,5,18,1122,2003,18,4,29,70,24,35,8,13,8,N,15,22,86,12,12,1257,1
137,0,18,4,29,70,24,35,8,13,8,N,15,22,86,12,12,1257,2003,11,3,21,54,21,24,2,22,14,N,8,18,64,5,18,1122,0
137,0,16,1,19,55,29,20,13,26,20,N,10,19,73,7,8,1423,2003,17,3,27,54,19,27,10,15,11,N,8,20,75,3,13,1268,1
137,0,17,3,27,54,19,27,10,15,11,N,8,20,75,3,13,1268,2003,16,1,19,55,29,20,13,26,20,N,10,19,73,7,8,1423,0
137,0,9,8,23,60,14,26,5,17,7,N,12,19,64,6,13,1160,2003,16,1,28,56,13,26,7,25,20,N,10,18,79,5,11,1277,1
137,0,16,1,28,56,13,26,7,25,20,N,10,18,79,5,11,1277,2003,9,8,23,60,14,26,5,17,7,N,12,19,64,6,13,1160,0
137,0,17,0,13,41,18,20,8,16,15,N,2,20,63,5,18,1335,2003,15,0,15,50,20,27,7,28,16,N,10,17,77,12,11,1329,1
137,0,15,0,15,50,20,27,7,28,16,N,10,17,77,12,11,1329,2003,17,0,13,41,18,20,8,16,15,N,2,20,63,5,18,1335,0
137,0,13,2,20,51,21,21,7,18,12,N,9,20,61,6,19,1447,2003,22,6,23,59,16,33,9,21,12,N,10,19,87,14,9,1338,1
137,0,22,6,23,59,16,33,9,21,12,N,10,19,87,14,9,1338,2003,13,2,20,51,21,21,7,18,12,N,9,20,61,6,19,1447,0
137,0,7,3,18,60,26,20,6,17,10,N,17,13,56,7,16,1261,2003,7,1,25,52,16,27,9,19,17,N,8,18,80,9,19,1345,1
137,0,7,1,25,52,16,27,9,19,17,N,8,18,80,9,19,1345,2003,7,3,18,60,26,20,6,17,10,N,17,13,56,7,16,1261,0
137,0,16,2,14,61,21,22,6,18,15,N,14,14,65,9,11,1264,2003,16,9,28,52,11,30,4,15,12,N,11,17,76,5,18,1393,1
137,0,16,9,28,52,11,30,4,15,12,N,11,17,76,5,18,1393,2003,16,2,14,61,21,22,6,18,15,N,14,14,65,9,11,1264,0
137,0,5,3,16,62,21,23,5,12,10,N,13,16,61,9,11,1421,2003,15,2,28,62,16,31,6,20,14,N,19,16,82,6,14,1400,1
137,0,15,2,28,62,16,31,6,20,14,N,19,16,82,6,14,1400,2003,5,3,16,62,21,23,5,12,10,N,13,16,61,9,11,1421,0
137,0,8,2,29,55,17,19,3,24,17,N,13,22,58,6,17,1332,2003,8,4,23,61,23,18,9,18,15,N,13,22,60,7,15,1428,1
137,0,8,4,23,61,23,18,9,18,15,N,13,22,60,7,15,1428,2003,8,2,29,55,17,19,3,24,17,N,13,22,58,6,17,1332,0
137,0,7,4,25,60,10,24,5,28,20,N,13,20,73,12,15,1190,2003,13,9,29,69,23,29,6,20,12,N,19,19,76,8,19,1448,1
137,0,13,9,29,69,23,29,6,20,12,N,19,19,76,8,19,1448,2003,7,4,25,60,10,24,5,28,20,N,13,20,73,12,15,1190,0
137,0,13,6,21,65,29,23,11,6,2,N,12,19,59,6,9,1407,2003,19,4,30,64,20,26,6,18,13,N,17,11,71,5,10,1462,1
137,0,19,4,30,64,20,26,6,18,13,N,17,11,71,5,10,1462,2003,13,6,21,65,29,23,11,6,2,N,12,19,59,6,9,1407,0
138,2,20,5,27,77,30,34,11,21,16,N,16,25,95,5,11,1211,2003,18,4,29,74,24,34,7,29,21,N,18,20,96,7,9,1112,1
138,2,18,4,29,74,24,34,7,29,21,N,18,20,96,7,9,1112,2003,20,5,27,77,30,34,11,21,16,N,16,25,95,5,11,1211,0
138,0,12,6,22,62,23,27,8,17,12,N,11,18,74,2,11,1390,2003,12,1,26,68,10,31,6,21,17,N,17,13,85,4,9,1163,1
138,0,12,1,26,68,10,31,6,21,17,N,17,13,85,4,9,1163,2003,12,6,22,62,23,27,8,17,12,N,11,18,74,2,11,1390,0
138,0,8,2,19,57,17,21,8,14,10,N,14,14,60,4,21,1141,2003,14,9,23,52,15,32,10,16,12,N,4,18,86,15,11,1181,1
138,0,14,9,23,52,15,32,10,16,12,N,4,18,86,15,11,1181,2003,8,2,19,57,17,21,8,14,10,N,14,14,60,4,21,1141,0
138,0,11,5,14,69,15,28,4,23,16,N,17,21,76,7,11,1113,2003,21,6,28,59,9,40,5,34,23,N,12,20,108,6,13,1242,1
138,0,21,6,28,59,9,40,5,34,23,N,12,20,108,6,13,1242,2003,11,5,14,69,15,28,4,23,16,N,17,21,76,7,11,1113,0
138,1,19,4,20,72,36,31,15,19,15,N,18,17,92,4,12,1281,2003,18,0,25,62,18,35,12,20,19,N,8,20,101,6,12,1266,1
138,1,18,0,25,62,18,35,12,20,19,N,8,20,101,6,12,1266,2003,19,4,20,72,36,31,15,19,15,N,18,17,92,4,12,1281,0
138,0,12,3,31,63,17,22,5,16,11,N,10,10,60,6,9,1228,2003,12,4,32,61,24,25,13,5,5,N,5,13,68,5,11,1323,1
138,0,12,4,32,61,24,25,13,5,5,N,5,13,68,5,11,1323,2003,12,3,31,63,17,22,5,16,11,N,10,10,60,6,9,1228,0
138,0,6,4,18,52,16,27,5,12,6,N,6,23,65,5,9,1143,2003,16,2,23,51,13,26,7,24,15,N,13,15,74,2,12,1328,1
138,0,16,2,23,51,13,26,7,24,15,N,13,15,74,2,12,1328,2003,6,4,18,52,16,27,5,12,6,N,6,23,65,5,9,1143,0
138,0,12,3,30,59,11,26,3,5,5,N,11,16,60,1,11,1409,2003,12,3,22,57,22,22,6,17,11,N,10,11,61,5,5,1458,1
138,0,12,3,22,57,22,22,6,17,11,N,10,11,61,5,5,1458,2003,12,3,30,59,11,26,3,5,5,N,11,16,60,1,11,1409,0
139,0,5,7,23,49,23,18,8,21,18,N,12,23,62,7,18,1448,2003,11,6,21,56,19,24,4,20,16,N,12,18,68,9,14,1120,1
139,0,11,6,21,56,19,24,4,20,16,N,12,18,68,9,14,1120,2003,5,7,23,49,23,18,8,21,18,N,12,23,62,7,18,1448,0
139,0,13,2,19,54,25,28,11,4,4,N,8,21,71,8,14,1257,2003,21,2,18,52,22,27,14,19,11,N,10,11,79,6,12,1139,1
139,0,21,2,18,52,22,27,14,19,11,N,10,11,79,6,12,1139,2003,13,2,19,54,25,28,11,4,4,N,8,21,71,8,14,1257,0
139,0,8,2,14,48,14,19,4,16,12,N,8,19,54,7,16,1428,2003,11,3,22,55,13,26,4,18,18,N,13,16,74,4,13,1246,1
139,0,11,3,22,55,13,26,4,18,18,N,13,16,74,4,13,1246,2003,8,2,14,48,14,19,4,16,12,N,8,19,54,7,16,1428,0
139,0,12,0,20,57,18,20,7,24,17,N,8,16,64,2,7,1462,2003,19,6,32,58,13,30,3,17,14,N,7,21,77,2,8,1268,1
139,0,19,6,32,58,13,30,3,17,14,N,7,21,77,2,8,1268,2003,12,0,20,57,18,20,7,24,17,N,8,16,64,2,7,1462,0
139,0,9,1,14,43,21,16,5,12,9,N,8,20,46,2,14,1196,2003,15,0,21,45,16,25,6,18,12,N,9,18,68,5,10,1277,1
139,0,15,0,21,45,16,25,6,18,12,N,9,18,68,5,10,1277,2003,9,1,14,43,21,16,5,12,9,N,8,20,46,2,14,1196,0
139,0,13,2,15,44,17,19,6,10,8,N,5,18,52,3,16,1231,2003,15,1,21,47,9,25,4,28,20,N,10,14,74,9,11,1338,1
139,0,15,1,21,47,9,25,4,28,20,N,10,14,74,9,11,1338,2003,13,2,15,44,17,19,6,10,8,N,5,18,52,3,16,1231,0
139,0,16,4,27,63,19,22,3,19,9,N,11,19,56,8,22,1329,2003,16,9,33,57,12,26,5,18,11,N,5,19,68,11,17,1393,1
139,0,16,9,33,57,12,26,5,18,11,N,5,19,68,11,17,1393,2003,16,4,27,63,19,22,3,19,9,N,11,19,56,8,22,1329,0
139,0,10,2,22,62,16,23,5,24,16,N,13,24,67,7,13,1345,2003,8,0,27,62,11,25,5,26,22,N,13,21,77,4,13,1400,1
139,0,8,0,27,62,11,25,5,26,22,N,13,21,77,4,13,1400,2003,10,2,22,62,16,23,5,24,16,N,13,24,67,7,13,1345,0
143,0,15,4,27,59,23,25,10,18,11,N,9,16,71,6,19,1323,2003,19,5,30,76,14,36,7,11,9,N,14,17,88,12,10,1112,1
143,0,19,5,30,76,14,36,7,11,9,N,14,17,88,12,10,1112,2003,15,4,27,59,23,25,10,18,11,N,9,16,71,6,19,1323,0
143,0,11,7,22,65,26,25,10,8,5,N,11,18,65,6,14,1181,2003,14,5,29,67,12,29,1,17,10,N,18,16,69,4,17,1242,1
143,0,14,5,29,67,12,29,1,17,10,N,18,16,69,4,17,1242,2003,11,7,22,65,26,25,10,8,5,N,11,18,65,6,14,1181,0
143,0,9,1,19,45,21,19,8,16,11,N,7,20,57,7,15,1458,2003,9,4,21,49,5,24,1,24,14,N,12,17,63,10,14,1246,1
143,0,9,4,21,49,5,24,1,24,14,N,12,17,63,10,14,1246,2003,9,1,19,45,21,19,8,16,11,N,7,20,57,7,15,1458,0
143,0,18,4,20,55,14,29,4,15,12,N,10,19,74,6,12,1338,2003,16,3,18,54,12,28,6,22,15,N,10,18,77,7,10,1266,1
143,0,16,3,18,54,12,28,6,22,15,N,10,18,77,7,10,1266,2003,18,4,20,55,14,29,4,15,12,N,10,19,74,6,12,1338,0
144,0,8,4,24,54,16,20,2,18,16,N,9,15,58,12,15,1268,2003,10,3,26,56,17,22,6,12,10,N,11,20,60,8,18,1277,1
144,0,10,3,26,56,17,22,6,12,10,N,11,20,60,8,18,1277,2003,8,4,24,54,16,20,2,18,16,N,9,15,58,12,15,1268,0
144,0,10,2,14,43,13,19,4,17,12,N,7,18,54,7,13,1139,2003,15,1,20,55,10,27,4,12,7,N,19,18,65,6,13,1328,1
144,0,15,1,20,55,10,27,4,12,7,N,19,18,65,6,13,1328,2003,10,2,14,43,13,19,4,17,12,N,7,18,54,7,13,1139,0
144,0,15,5,26,63,22,27,10,17,14,N,14,19,78,5,17,1120,2003,14,7,21,66,14,29,5,21,16,N,15,17,79,9,10,1393,1
144,0,14,7,21,66,14,29,5,21,16,N,15,17,79,9,10,1393,2003,15,5,26,63,22,27,10,17,14,N,14,19,78,5,17,1120,0
144,0,13,8,27,71,13,30,4,25,14,N,14,21,78,7,11,1163,2003,13,5,31,69,18,24,5,36,29,N,21,21,82,5,10,1400,1
144,0,13,5,31,69,18,24,5,36,29,N,21,21,82,5,10,1400,2003,13,8,27,71,13,30,4,25,14,N,14,21,78,7,11,1163,0
145,0,16,2,26,55,22,23,10,23,19,N,11,17,75,8,19,1112,2003,16,5,22,67,26,29,8,18,12,N,15,20,78,13,15,1242,1
145,0,16,5,22,67,26,29,8,18,12,N,15,20,78,13,15,1242,2003,16,2,26,55,22,23,10,23,19,N,11,17,75,8,19,1112,0
145,0,14,2,16,64,16,25,4,24,15,N,20,19,69,10,11,1246,2003,21,6,26,55,19,31,10,15,11,N,10,22,83,6,15,1266,1
145,0,21,6,26,55,19,31,10,15,11,N,10,22,83,6,15,1266,2003,14,2,16,64,16,25,4,24,15,N,20,19,69,10,11,1246,0
146,0,10,4,14,58,28,18,5,11,6,N,14,16,47,13,19,1328,2003,16,2,28,48,12,25,2,19,11,N,12,13,63,13,24,1393,1
146,0,16,2,28,48,12,25,2,19,11,N,12,13,63,13,24,1393,2003,10,4,14,58,28,18,5,11,6,N,14,16,47,13,19,1328,0
146,0,11,2,26,54,16,25,8,26,18,N,12,28,76,1,12,1277,2003,16,4,20,51,14,25,6,38,29,N,8,22,85,6,4,1400,1
146,0,16,4,20,51,14,25,6,38,29,N,8,22,85,6,4,1400,2003,11,2,26,54,16,25,8,26,18,N,12,28,76,1,12,1277,0
152,0,7,3,18,74,16,23,3,18,12,N,21,17,61,7,11,1266,2003,22,5,33,71,19,38,8,17,10,N,19,15,94,8,12,1242,1
152,0,22,5,33,71,19,38,8,17,10,N,19,15,94,8,12,1242,2003,7,3,18,74,16,23,3,18,12,N,21,17,61,7,11,1266,0
152,0,20,2,17,63,21,27,10,32,20,N,17,26,84,6,14,1400,2003,14,2,28,56,13,32,7,31,24,N,9,21,95,9,13,1393,1
152,0,14,2,28,56,13,32,7,31,24,N,9,21,95,9,13,1393,2003,20,2,17,63,21,27,10,32,20,N,17,26,84,6,14,1400,0
154,0,18,4,26,71,20,31,4,30,12,N,26,16,78,9,18,1242,2003,13,7,25,63,18,30,11,17,10,N,11,22,81,10,17,1393,1
154,0,13,7,25,63,18,30,11,17,10,N,11,22,81,10,17,1393,2003,18,4,26,71,20,31,4,30,12,N,26,16,78,9,18,1242,0
134,0,12,3,21,61,30,18,7,19,14,N,21,20,57,7,17,1250,2004,11,2,25,63,20,25,6,23,16,N,19,15,72,8,12,1197,1
134,0,11,2,25,63,20,25,6,23,16,N,19,15,72,8,12,1197,2004,12,3,21,61,30,18,7,19,14,N,21,20,57,7,17,1250,0
136,0,15,1,20,59,22,24,12,5,4,N,10,14,64,4,10,1356,2004,7,2,24,53,16,24,7,16,10,N,11,7,65,7,12,1104,1
136,0,7,2,24,53,16,24,7,16,10,N,11,7,65,7,12,1104,2004,15,1,20,59,22,24,12,5,4,N,10,14,64,4,10,1356,0
136,0,10,1,18,60,32,19,11,6,4,N,11,19,53,7,12,1436,2004,14,3,31,52,14,26,6,23,12,N,11,8,70,6,13,1163,1
136,0,14,3,31,52,14,26,6,23,12,N,11,8,70,6,13,1163,2004,10,1,18,60,32,19,11,6,4,N,11,19,53,7,12,1436,0
136,2,11,3,32,79,20,27,3,23,12,N,18,29,69,5,10,1173,2004,13,3,38,59,13,24,5,40,23,N,11,19,76,4,11,1177,1
136,2,13,3,38,59,13,24,5,40,23,N,11,19,76,4,11,1177,2004,11,3,32,79,20,27,3,23,12,N,18,29,69,5,10,1173,0
136,0,7,1,22,57,20,22,7,17,10,N,9,20,61,7,21,1106,2004,19,4,29,66,26,32,9,31,23,N,17,19,96,14,14,1181,1
136,0,19,4,29,66,26,32,9,31,23,N,17,19,96,14,14,1181,2004,7,1,22,57,20,22,7,17,10,N,9,20,61,7,21,1106,0
136,0,8,0,21,63,23,18,6,11,7,N,10,20,49,6,13,1434,2004,19,5,36,54,13,29,3,25,15,N,10,14,76,6,15,1211,1
136,0,19,5,36,54,13,29,3,25,15,N,10,14,76,6,15,1211,2004,8,0,21,63,23,18,6,11,7,N,10,20,49,6,13,1434,0
136,0,4,4,22,45,13,21,3,22,15,N,4,18,60,4,14,1196,2004,10,4,23,60,15,26,6,21,17,N,13,21,75,8,10,1264,1
136,0,10,4,23,60,15,26,6,21,17,N,13,21,75,8,10,1264,2004,4,4,22,45,13,21,3,22,15,N,4,18,60,4,14,1196,0
136,0,13,2,20,56,17,29,5,24,20,N,9,25,83,2,14,1431,2004,17,6,21,59,18,29,8,31,20,N,16,20,86,7,14,1268,1
136,0,17,6,21,59,18,29,8,31,20,N,16,20,86,7,14,1268,2004,13,2,20,56,17,29,5,24,20,N,9,25,83,2,14,1431,0
136,0,14,0,20,55,16,23,5,18,15,N,6,25,66,9,14,1277,2004,10,2,23,46,22,20,7,29,25,N,5,16,72,6,17,1305,1
136,0,10,2,23,46,22,20,7,29,25,N,5,16,72,6,17,1305,2004,14,0,20,55,16,23,5,18,15,N,6,25,66,9,14,1277,0
136,0,15,2,19,39,25,17,8,13,10,N,2,15,52,7,16,1102,2004,12,1,21,53,13,22,4,18,15,N,14,15,63,10,13,1314,1
136,0,12,1,21,53,13,22,4,18,15,N,14,15,63,10,13,1314,2004,15,2,19,39,25,17,8,13,10,N,2,15,52,7,16,1102,0
136,0,12,3,22,53,11,28,5,19,15,N,7,15,76,4,14,1112,2004,12,0,21,58,22,27,8,24,18,N,12,19,80,6,10,1371,1
136,0,12,0,21,58,22,27,8,24,18,N,12,19,80,6,10,1371,2004,12,3,22,53,11,28,5,19,15,N,7,15,76,4,14,1112,0
136,0,15,1,29,51,20,22,6,18,13,N,7,22,63,7,26,1251,2004,16,3,26,60,23,27,8,28,20,N,10,17,82,15,14,1386,1
136,0,16,3,26,60,23,27,8,28,20,N,10,17,82,15,14,1386,2004,15,1,29,51,20,22,6,18,13,N,7,22,63,7,26,1251,0
136,0,2,3,17,63,15,15,2,21,13,N,22,15,45,8,19,1427,2004,11,9,29,54,14,27,6,15,11,N,11,20,71,11,20,1390,1
136,0,11,9,29,54,14,27,6,15,11,N,11,20,71,11,20,1390,2004,2,3,17,63,15,15,2,21,13,N,22,15,45,8,19,1427,0
136,0,19,1,21,55,26,26,10,19,13,N,15,23,75,2,9,1140,2004,12,4,18,46,16,24,11,28,21,N,5,15,80,2,7,1393,1
136,0,12,4,18,46,16,24,11,28,21,N,5,15,80,2,7,1393,2004,19,1,21,55,26,26,10,19,13,N,15,23,75,2,9,1140,0
136,0,11,0,14,51,26,18,5,12,8,N,9,18,49,5,7,1343,2004,10,1,26,50,15,23,11,14,9,N,17,16,66,3,13,1400,1
136,0,10,1,26,50,15,23,11,14,9,N,17,16,66,3,13,1400,2004,11,0,14,51,26,18,5,12,8,N,9,18,49,5,7,1343,0
136,0,14,4,20,58,24,25,6,21,17,N,13,20,73,11,14,1150,2004,17,2,22,59,11,29,4,18,14,N,14,16,76,7,16,1403,1
136,0,17,2,22,59,11,29,4,18,14,N,14,16,76,7,16,1403,2004,14,4,20,58,24,25,6,21,17,N,13,20,73,11,14,1150,0
136,0,17,4,20,57,20,29,11,13,9,N,7,22,78,7,17,1433,2004,16,2,23,54,16,28,6,27,17,N,9,16,79,7,11,1448,1
136,0,16,2,23,54,16,28,6,27,17,N,9,16,79,7,11,1448,2004,17,4,20,57,20,29,11,13,9,N,7,22,78,7,17,1433,0
137,0,12,0,17,50,18,19,3,10,10,N,9,12,51,2,8,1428,2004,20,3,21,44,4,23,3,11,9,N,4,13,58,4,8,1130,1
137,0,20,3,21,44,4,23,3,11,9,N,4,13,58,4,8,1130,2004,12,0,17,50,18,19,3,10,10,N,9,12,51,2,8,1428,0
137,0,14,3,21,74,23,29,6,20,13,N,17,14,77,11,6,1190,2004,22,11,33,62,32,29,13,11,9,N,12,19,80,3,17,1153,1
137,0,22,11,33,62,32,29,13,11,9,N,12,19,80,3,17,1153,2004,14,3,21,74,23,29,6,20,13,N,17,14,77,11,6,1190,0
137,0,15,1,25,54,27,21,10,10,8,N,3,16,60,2,10,1320,2004,10,3,29,55,18,25,6,12,9,N,8,14,65,4,12,1210,1
137,0,10,3,29,55,18,25,6,12,9,N,8,14,65,4,12,1210,2004,15,1,25,54,27,21,10,10,8,N,3,16,60,2,10,1320,0
137,0,8,2,18,49,20,17,8,17,11,N,9,13,53,4,10,1293,2004,19,5,28,60,24,27,9,13,9,N,16,17,72,5,8,1228,1
137,0,19,5,28,60,24,27,9,13,9,N,16,17,72,5,8,1228,2004,8,2,18,49,20,17,8,17,11,N,9,13,53,4,10,1293,0
137,0,10,0,15,64,16,20,3,14,10,N,11,25,53,9,15,1227,2004,18,8,35,39,12,24,5,40,25,N,6,19,78,6,25,1242,1
137,0,18,8,35,39,12,24,5,40,25,N,6,19,78,6,25,1242,2004,10,0,15,64,16,20,3,14,10,N,11,25,53,9,15,1227,0
137,0,13,1,17,66,30,30,11,12,5,N,12,19,76,13,17,1197,2004,23,5,29,62,28,35,11,23,15,N,13,15,96,8,17,1246,1
137,0,23,5,29,62,28,35,11,23,15,N,13,15,96,8,17,1246,2004,13,1,17,66,30,30,11,12,5,N,12,19,76,13,17,1197,0
137,0,9,4,21,42,13,15,2,16,11,N,4,14,43,5,12,1376,2004,16,4,22,59,27,23,9,7,4,N,14,15,59,3,9,1272,1
137,0,16,4,22,59,27,23,9,7,4,N,14,15,59,3,9,1272,2004,9,4,21,42,13,15,2,16,11,N,4,14,43,5,12,1376,0
137,0,12,0,17,51,27,18,9,15,7,N,3,18,52,7,17,1284,2004,19,3,34,56,22,30,8,23,17,N,13,13,85,12,17,1280,1
137,0,19,3,34,56,22,30,8,23,17,N,13,13,85,12,17,1280,2004,12,0,17,51,27,18,9,15,7,N,3,18,52,7,17,1284,0
137,0,9,2,21,49,22,16,5,23,15,N,11,21,52,9,15,1418,2004,10,0,24,49,17,18,5,24,20,N,13,20,61,5,15,1301,1
137,0,10,0,24,49,17,18,5,24,20,N,13,20,61,5,15,1301,2004,9,2,21,49,22,16,5,23,15,N,11,21,52,9,15,1418,0
