TeamID,TeamName,FirstD1Season,LastD1Season,BPI
1411,Texas Southern,1985,2018,-0.9
1412,UAB,1985,2018,0.1
1413,UC Davis,2005,2018,-2.9
1414,UC Irvine,1985,2018,2.2
1415,UC Riverside,2002,2018,-7.4
1416,UCF,1985,2018,7
1417,UCLA,1985,2018,16.8
1418,Louisiana,1985,2018,2.8
1419,UL Monroe,1985,2018,-5
1420,UMBC,1987,2018,-1.3
1421,UNC Asheville,1987,2018,4.3
1422,UNC Greensboro,1992,2018,2.1
1423,UNC Wilmington,1985,2018,7.6
1424,UNLV,1985,2018,-4.1
1425,USC,1985,2018,7.8
1426,UT Arlington,1985,2018,6.7
1427,UT San Antonio,1985,2018,-6.4
1428,Utah,1985,2018,7.7
1429,Utah State,1985,2018,0.1
1430,Utah Valley,2005,2018,-1.4
1431,UTEP,1985,2018,-3.8
1433,VCU,1985,2018,9.7
1434,Valparaiso,1985,2018,3.2
1435,Vanderbilt,1985,2018,10.2
1436,Vermont,1985,2018,9
1437,Villanova,1985,2018,20.3
1438,Virginia,1985,2018,17.2
1439,Virginia Tech,1985,2018,8.8
1440,VMI,1985,2018,-10.4
1441,Western Carolina,1985,2018,-11.4
1442,Western Illinois,1985,2018,-7
1443,Western Kentucky,1985,2018,-2.9
1444,Western Michigan,1985,2018,0.2
1447,Wagner,1985,2018,-2.7
1448,Wake Forest,1985,2018,10.7
1449,Washington,1985,2018,-0.9
1450,Washington State,1985,2018,-3.1
1451,Weber State,1985,2018,1.6
1452,West Virginia,1985,2018,17.6
1453,Green Bay,1985,2018,-0.2
1454,Milwaukee,1991,2018,-6.6
1455,Wichita State,1985,2018,15.7
1456,William & Mary,1985,2018,2.6
1457,Winthrop,1987,2018,3.7
1458,Wisconsin,1985,2018,15
1459,Wofford,1996,2018,1.1
1460,Wright State,1988,2018,0.7
1461,Wyoming,1985,2018,-1.1
1462,Xavier,1985,2018,10.4
1463,Yale,1985,2018,1.6
1464,Youngstown State,1985,2018,-6.9
